Gene,Role,Simple_Color
MYD88,OG_consensus,#ff4d4d
CSF3R,OG_consensus,#ff4d4d
JAK3,OG_consensus,#ff4d4d
ALK,OG_consensus,#ff4d4d
CDK6,OG_consensus,#ff4d4d
JAK2,OG_consensus,#ff4d4d
KDM5A,OG_consensus,#ff4d4d
FLT3,OG_consensus,#ff4d4d
MYC,OG_consensus,#ff4d4d
FGFR3,OG_consensus,#ff4d4d
HGF,OG_consensus,#ff4d4d
AKT1,OG_consensus,#ff4d4d
ERBB2,OG_consensus,#ff4d4d
ARAF,OG_consensus,#ff4d4d
XPO1,OG_consensus,#ff4d4d
CCND1,OG_consensus,#ff4d4d
U2AF1,OG_consensus,#ff4d4d
MAPK1,OG_consensus,#ff4d4d
ABL1,OG_consensus,#ff4d4d
ERBB3,OG_consensus,#ff4d4d
SRC,OG_consensus,#ff4d4d
NTRK2,OG_consensus,#ff4d4d
PIK3CA,OG_consensus,#ff4d4d
CTNNB1,OG_consensus,#ff4d4d
NTRK3,OG_consensus,#ff4d4d
CARD11,OG_consensus,#ff4d4d
CD79A,OG_consensus,#ff4d4d
CD79B,OG_consensus,#ff4d4d
MTOR,OG_consensus,#ff4d4d
ERG,OG_consensus,#ff4d4d
FGFR2,OG_consensus,#ff4d4d
AKT3,OG_consensus,#ff4d4d
KIT,OG_consensus,#ff4d4d
PDGFRA,OG_consensus,#ff4d4d
IDH1,OG_consensus,#ff4d4d
IDH2,OG_consensus,#ff4d4d
MDM4,OG_consensus,#ff4d4d
ROS1,OG_consensus,#ff4d4d
EGFR,OG_consensus,#ff4d4d
HRAS,OG_consensus,#ff4d4d
PTPN11,OG_consensus,#ff4d4d
BRD4,OG_consensus,#ff4d4d
RICTOR,OG_consensus,#ff4d4d
SYK,OG_consensus,#ff4d4d
RET,OG_consensus,#ff4d4d
MITF,OG_consensus,#ff4d4d
BRAF,OG_consensus,#ff4d4d
NRAS,OG_consensus,#ff4d4d
CCND3,OG_consensus,#ff4d4d
NSD2,OG_consensus,#ff4d4d
MPL,OG_consensus,#ff4d4d
PDGFRB,OG_consensus,#ff4d4d
CALR,OG_consensus,#ff4d4d
FGFR1,OG_consensus,#ff4d4d
SF3B1,OG_consensus,#ff4d4d
MYCN,OG_consensus,#ff4d4d
BCL2,OG_consensus,#ff4d4d
BCL6,OG_consensus,#ff4d4d
CCND2,OG_consensus,#ff4d4d
KDR,OG_consensus,#ff4d4d
MAP2K2,OG_consensus,#ff4d4d
MAP2K1,OG_consensus,#ff4d4d
SOX2,OG_consensus,#ff4d4d
AKT2,OG_consensus,#ff4d4d
KRAS,OG_consensus,#ff4d4d
MET,OG_consensus,#ff4d4d
RAF1,OG_consensus,#ff4d4d
GNAS,OG_consensus,#ff4d4d
